"ISO_A3","Country_Name","population_WDI","esperance_vie_hom","esperance_vie_fem","pop_0a14_pcent","pop_15a64_pcent","densite_pop","tx_mortalite_p1000","tx_fertilite","pop_rurale_pcent","imports_pcentGDP","exports_pcentGDP","dette_totale","aide_dvpt_pcentGDI","immigration","pop_refugies","transport_aerien","traffic_containers","PIB_par_habitant","PIB_pays","pauvrete_seuil_nat_pcentpop","pauvrete_5.50usd_pcentpop","GINI_index","taux_emploi_pcent","emploi_agric_pcentemploi","ratio_F_H_emploi","depense_recherche_pcentPIB","articles_scient","depense_milit_pcentPIB","surface_agri_pcent","surface_foret_pcent","zones_terr_protegees_pcent","pop_urbaine_pcent","pop_urb_1M_pcent","ressource_eau_pcapita","emissions_CO2","pop_expo_partic_fine_pcent","pop_diabete_pcent","mortalite_maladies_pcent","mortalite_infant_0a5","medecins_p1000","lits_hopital_p1000","depense_educ_pcentPIB","taux_scolarisation_pcent","taux_reussite_primaire_pcent","indice_parite_ecole","pop_rurale_sanitaire_pcent","acces_electricite_pcent","tourisme_internat_pcentexport","apport_nrj_alim_pcentbesoin","preval_obesite_adult_pcent","age_median","indice_dvpt_humain","ventes_PUT_kg_percapita","groupe_economie_pays","groupe_PIB_pays","continent","region_ONU","sous_region","region_WB","Long","Lat","temp_dec19","temp_jan20","temp_fev20","temp_mar20","temp_mean","population","cumul_tests","cumul_tests_p_million","type_test","AUC_SI","date_SI_sup0","date_SI_sup50","date_SI_max","SI_max","residential_change","residential_date_split","mobility_change_index","mobility_change_index_date_split","confirmed_30avr","deaths_30avr","recovered_30avr","confirmed_p_million","deaths_p_million","recovered_p_million","b_confirmed","Asym_confirmed","xmid_confirmed","b_deaths","Asym_deaths","xmid_deaths","b_recovered","Asym_recovered","xmid_recovered","date_first_cases","days_since_first_cases"
"SGP","Singapore",5638676,81,85.4,12.3,76.3,7953,5,1.1,0,146.4,171.4,"NA","NA",135142,48,40401515,36600000,94670,364156657769.87,"NA","NA","NA",70.5,0.7,79.1,"NA",11458.6,3.1,0.9,23.1,5.6,100,"NA",110,10.3,100,5.5,9.3,2.8,2.31,2.1,"NA",100.6,99.3,1,"NA",100,3.2,"NA",6.6,34.6,0.935,96.8,"6. Developing region","2. High income: nonOECD","Asia","Asia","South-Eastern Asia","East Asia & Pacific",103.830541439967,1.36454905800005,27.6799865722656,28.3699890136719,28.610009765625,29.3799987792969,28.5099960327149,5850343,143919,24600.0960969297,"swabs tested","NA",50,71,85,81.21,29.5833333333333,74,49.3707704928378,74,16169,15,1244,2763.76957727094,2.56395223322803,212.637105209045,0.049012982368426,58730.4466052038,18386.2559570167,0.059666130974713,18.7212920911335,18360.6220416835,0.007627379725753,523721.799915396,18617.3850817732,"2020-01-23",98
"SLE","Sierra Leone",7650154,53.5,55.1,41.1,56,106,11.7,4.3,57.9,48,26.1,7.2,13.3,-21000,4837,"NA",89100,1490,4085114794.22324,"NA","NA","NA",57.9,54.9,98,"NA",40.7,0.8,54.7,43.1,9.4,42.1,17.2,22801,0.2,100,2.4,30.5,105.1,"NA","NA",3.1,124.5,70.2,1,8.5,23.4,5.2,110,7.5,19,"NA","NA","7. Least developed region","5. Low income","Africa","Africa","Western Africa","Sub-Saharan Africa",-11.8901914691641,8.45963948850008,29.4399963378906,28.6499877929688,31.0599914550781,31.6199890136719,30.1924911499024,7976985,"NA","NA","NA",2424.475,-15,0,5,95.24,"NA","NA","NA","NA",124,7,21,15.5447202169742,0.877524528377576,2.63257358513273,0.087332553546871,246.259758207929,18378.236836072,0.248997913701217,8.60248182011858,18378.1113984055,0.129203051498114,26.3276707166922,18376.6701192528,"2020-03-31",30
"SLV","El Salvador",6420744,68.2,77.6,27.1,64.6,309.9,7,2,28,45.5,29,51.6,1,-202694,32564,2545105,231000,7860,26057000000,"NA",28.9,38,59.1,16.3,59.8,0.2,45.4,1,76.4,12.6,8.8,72,"NA",2483,1,100,8.8,14,13.7,1.57,1.1,3.8,96.2,90.4,1,78.6,99.5,18.2,118,22.7,27.1,0.857,120.6,"6. Developing region","4. Lower middle income","North America","Americas","Central America","Latin America & Caribbean",-88.9118272184591,13.8062255865001,24.5200134277344,24.2600036621094,24.9399963378906,25.4699951171875,24.7975021362305,6486201,30387,4684.86869278334,"tests performed",4690.975,-56,-3,33,96.03,29.2487667371388,-1,67.6063269296443,-0.5,395,10,119,60.8985136291644,1.54173452225733,18.3466408148622,0.03349143474831,1513.81154026347,18391.7753971868,0.15152590578191,8.34447644676906,18356.8494791652,0.04502890940202,489.407650815477,18390.4242923215,"2020-03-19",42
"SMR","San Marino",33785,"NA","NA","NA","NA",563.1,7.1,"NA",2.8,"NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.8,"NA",16.7,0,"NA",97.2,13.9,"NA","NA","NA",5.9,"NA",2,"NA","NA","NA","NA",107.4,"NA","NA",100,"NA","NA","NA",44.4,0.902,92,"2. Developed region: nonG7","2. High income: nonOECD","Europe","Europe","Southern Europe","Europe & Central Asia",12.4381948658189,43.9341817405001,5.80999145507815,3.86000976562502,6.46999511718752,6.35000000000002,5.62249908447268,33938,"NA","NA","NA",4479.78,-4,10,50,92.06,"NA","NA","NA","NA",569,41,78,16765.8671695445,1208.08533207614,2298.30868053509,0.031912088418367,991.931730993948,18363.7050791909,0.087335508793772,42.1471077893333,18342.6842296321,0.141528713331916,68.1859866731729,18355.1644950553,"2020-02-27",63
"SOM","Somalia",15008154,55.4,58.8,46.6,50.6,23.9,10.9,6.1,55,102.6,22.1,"NA",33.6,-200002,949652,4486,"NA","NA",4720727278.18833,"NA","NA","NA",47.4,83.1,29.6,"NA",9.7,"NA",70.3,10,"NA",45,19.9,447,0,100,5.1,21.8,121.5,"NA",0.9,"NA","NA","NA","NA",20.2,32.9,"NA",94,6.9,18.1,"NA","NA","7. Least developed region","5. Low income","Africa","Africa","Eastern Africa","Sub-Saharan Africa",46.7571281060115,5.12795288400009,27.2499938964844,28.6,30.2099853515625,30.9999938964844,29.2649932861328,15893219,"NA","NA","NA",2115.475,-2,5,26,59.39,"NA","NA","NA","NA",601,28,31,37.8148693477388,1.76175764016088,1.95051738732097,0.086650624053594,1306.72238193109,18378.9401134437,0.074318855601858,95.0842741089832,18383.5845126293,0.014675017899892,63891095.6136007,18564.9439512351,"2020-03-16",45
"SPM","Saint Pierre and Miquelon","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",46.5,0.705,95.6,"2. Developed region: nonG7","3. Upper middle income","North America","Americas","Northern America","North America",-56.1937547833792,46.7816226260001,1.6199890136719,-0.870001220703102,-1.4799865722656,-1.2299865722656,-0.489996337890602,5795,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,0,0,172.562553925798,0,0,37.748994539991,1,18356.0955354672,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.100000000079835,-2.07999443406839E-15,18299.9999999999,"2020-04-05",25
"SRB","Serbia",6982604,73.1,78.1,15.7,66,79.8,14.6,1.5,43.9,57.1,50.5,22.1,2.2,20000,32370,2262703,"NA",16540,50597289146.7041,"NA",20.3,36.2,54.9,15.5,75.5,0.9,4523.4,1.9,39.3,31.1,6.6,56.1,15.6,1179,5.3,100,9,19.1,5.5,3.13,"NA",3.6,100.3,99,1,95.1,100,7.7,110,23.5,42.6,0.413,"NA","6. Developing region","3. Upper middle income","Europe","Europe","Southern Europe","Europe & Central Asia",20.9972406590092,44.2056749470001,4.20998535156252,0.740014648437523,5.86000976562502,7.39998779296877,4.55249938964846,8737370,101911,11663.8073012817,"people tested",4387.915,-44,9,15,100,19.9928315412186,10,62.0545291625937,10.5,9009,179,1343,1031.08830231523,20.4867139654152,153.707580198618,0.066650311163531,12975.8856385694,18366.7369292457,0.066494276375952,238.465603167935,18364.9358640457,0.427845575438774,1238.96326614608,18369.4541658122,"2020-03-06",55
"SSD","South Sudan",10975920,56.1,59.1,41.8,54.8,"NA",10.5,4.7,80.4,"NA","NA","NA","NA",-870998,2285316,"NA","NA","NA","NA","NA","NA","NA",72.4,56.9,96.1,"NA",9.1,1.3,"NA","NA",15.5,19.6,15.6,2463,0.1,100,10.2,19.8,98.6,"NA","NA",1.5,"NA","NA","NA",5.2,25.4,0.4,"NA","NA",17.3,0.893,159.5,"7. Least developed region","5. Low income","Africa","Africa","Eastern Africa","Sub-Saharan Africa",29.1177929573109,7.85784189900011,30.839990234375,31.3900085449219,33.1700073242188,33.8300109863281,32.307504272461,11193729,"NA","NA","NA",3164.75,-41,-15,11,94.71,"NA","NA","NA","NA",35,0,0,3.12675070121851,0,0,4.75610448326661,34.5065296841844,18379.1175850002,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.100000000079835,-2.07999443406839E-15,18299.9999999999,"2020-04-05",25
"STP","Sao Tome and Principe",211028,67.8,72.6,42.5,54.6,219.8,4.8,4.3,27.2,"NA","NA",4.1,10.4,-8401,30,"NA","NA",3440,422296762.322469,"NA",85.5,56.3,57.8,19.1,55.7,"NA",0.7,"NA",50.7,55.8,29.3,72.8,"NA",11138,0.6,100,2.4,18.5,31.2,"NA","NA",5.2,106.8,84.3,1,31,72.5,73.2,118,10.6,18.4,0.78,"NA","7. Least developed region","4. Lower middle income","Africa","Africa","Middle Africa","Sub-Saharan Africa",6.60118702832601,0.215521551500075,27.85,28.5700012207031,28.610009765625,28.1499877929688,28.2949996948242,219161,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",14,0,4,63.8799786458357,0,18.2514224702388,0.010752252000865,2639.83948030865,18544.5875466639,0.099999998746877,3.27995050282241E-13,18350.0000000863,35.3532030890768,4.00000000000002,18379.0994670725,"2020-04-06",24
"SUR","Suriname",575991,68.4,74.9,27.2,65.9,3.7,7.3,2.4,33.9,"NA","NA","NA",0.4,-4999,20,272347,114564,13820,3590753768.84422,"NA","NA","NA",51.1,7.5,60.9,"NA",17.4,"NA",0.6,98.3,14.5,66.1,"NA",178935,3.6,100,12.5,21.7,18.9,1.23,"NA","NA",110.6,85.3,"NA",74.8,96.8,3.2,115,26.5,29.8,0.777,"NA","6. Developing region","3. Upper middle income","South America","Americas","South America","Latin America & Caribbean",-56.118700500326,3.92602762900006,24.1899963378906,23.9299865722656,23.839990234375,24.6299987792969,24.1474929809571,586634,"NA","NA","NA",2973.835,-1,2,23,83.07,"NA","NA","NA","NA",10,1,8,17.0464037202071,1.70464037202071,13.6371229761657,0.240589693784272,10.0491805728618,18341.6421423762,37.4194145435738,1,18354.0960586794,0.330950194200641,6.76693756445029,18360.5358121298,"2020-03-14",47
"SVK","Slovak Republic",5446771,73.8,80.7,15.4,68.9,113.3,10,1.5,46.3,92.9,95.1,"NA","NA",7423,1221,"NA","NA",33060,105904632155.755,"NA","NA","NA",59.5,2.2,77.4,0.9,5321.6,1.2,39.2,40.4,37.6,53.7,"NA",2325,5.7,100,6.5,17.2,5.6,2.46,5.8,3.9,98.7,91.9,1,96.8,100,3.3,116,22.4,40.5,0.745,"NA","2. Developed region: nonG7","1. High income: OECD","Europe","Europe","Eastern Europe","Europe & Central Asia",19.6450393603695,48.6746528120001,-0.750006103515602,-2.70999755859373,0.119989013671898,1.17998657226565,-0.540007019042946,5459643,96220,17623.8629522113,"tests performed",3951.05,-39,6,33,90.74,15.572940287226,6,43.1599159627983,6,1396,23,524,255.694374155966,4.21272966016276,95.976971388056,0.043535239591623,2526.32362230831,18367.0884313875,0.117032730782204,28.7132922318571,18370.7905821882,0.092743992138441,779.315268041698,18373.6226445907,"2020-03-06",55
"SVN","Slovenia",2073894,78.2,84,15,65.4,102.6,9.9,1.6,45.5,74.3,83.2,"NA","NA",9999,20,1094762,988500,37450,54007972106.4629,"NA",0.1,24.2,58.4,5.2,84.2,1.9,3206.2,1,30.7,62,53.6,54.5,15.5,9054,6.2,99,5.9,12.7,2.1,3,4.6,4.8,100.4,95.7,1,99.1,100,7.3,126,22.5,44.5,"NA","NA","2. Developed region: nonG7","1. High income: OECD","Europe","Europe","Southern Europe","Europe & Central Asia",14.6159375132848,46.1502074185001,3.49001464843752,2.42000732421877,5.42000732421877,6.18999633789065,4.38000640869143,2078932,56136,27002.3261944114,"tests performed",3722.61,-1,11,25,91.93,19.6927536231884,10,55.6444224259752,8,1429,91,233,687.372169941104,43.7724754826036,112.076777884029,0.078042306442413,1522.79227832448,18346.1189817187,0.088847381599738,102.718728551084,18359.7569809251,0.125564544389098,234.961050062705,18357.6524411321,"2020-03-05",56
"SWE","Sweden",10175214,81,84.1,17.6,62.3,25,9.1,1.8,12.6,41.2,44.4,"NA","NA",200000,19,"NA",1593100,54030,556086488936.559,"NA",0.5,28.8,64.6,1.6,90.6,3.3,20420.6,1,7.4,68.9,14.9,87.4,"NA",17636,4.5,4,4.8,9.1,2.7,5.4,2.6,7.7,126.6,105.4,1,99.6,100,5.9,126,22.1,41.2,0.728,"NA","2. Developed region: nonG7","1. High income: OECD","Europe","Europe","Northern Europe","Europe & Central Asia",14.905117514486,62.1945254580001,-3.5000061035156,-0.579992675781227,-3.38999023437498,-1.78000488281248,-2.31249847412107,10099270,148500,14704.0330637759,"people tested",1692.625,38,"NA",84,47.35,8.1536231884058,44,29.359469239739,44,21092,2586,1005,2088.46778034452,256.058111130804,99.5121429568672,0.036523386958906,44284.6291463787,18374.1804324721,0.057938343292585,4415.58398625855,18371.4345587172,0.039529986852411,3324.5621316377,18384.8727162271,"2020-01-31",90
"SWZ","Eswatini",1136191,55.3,64,38.1,57.9,66.1,9.4,3,76.2,43.8,43.1,2.2,2.5,-41764,240,"NA","NA",10640,4710618471.93167,"NA","NA","NA",52.5,12.5,85.5,"NA",34.1,1.5,71,34.3,4.2,23.8,"NA",2411,1.1,100,4.5,26.7,54.4,0.08,"NA","NA",115.2,95.8,"NA",60.7,73.5,0.9,103,13.5,21.7,0.507,"NA","6. Developing region","4. Lower middle income","Africa","Africa","Southern Africa","Sub-Saharan Africa",31.4478522127606,-26.5395675664999,22.1299987792969,22.6,23.3900085449219,22.0200134277344,22.5350051879883,1160164,"NA","NA","NA",3056.06,-14,13,13,81.48,"NA","NA","NA","NA",100,1,12,86.194710403012,0.86194710403012,10.3433652483614,0.008117052980083,92624222.1983453,18705.4894853629,36.4713388103558,1,18367.0971530385,0.355654922244128,9.02746299251434,18358.3623551845,"2020-03-14",47
"SXM","Sint Maarten (Dutch part)",40654,"NA","NA","NA","NA","NA","NA","NA",0,101.5,92,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,100,"NA","NA",19.5,"NA",6.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA",100,58.9,"NA","NA",41,0.724,"NA","6. Developing region","2. High income: nonOECD","North America","Americas","Caribbean","Latin America & Caribbean",-63.0695400840076,18.0394961610001,27.6299987792969,26.85,27.110009765625,26.5700012207031,27.0400024414063,42882,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",75,13,33,1748.98558835875,303.157501982184,769.553658877851,0.121455326497872,79.1967621361601,18357.3325495346,0.141829774665448,12.7962180944915,18358.306265281,0.042767118528133,202.37205573994,18394.4030535696,"2020-03-20",41
"SYC","Seychelles",96762,68.5,77.4,23.6,68.8,210.4,8.5,2.4,43.3,102.1,89.9,"NA","NA",-1000,13,455201,"NA",29120,1590180446.19384,"NA","NA","NA","NA","NA","NA","NA",9.5,1.4,3.4,88.4,42.1,56.7,31.8,"NA",5.4,100,12.3,21.2,14.5,0.95,"NA",4.4,99.8,102.2,1.1,"NA",100,35.4,99,14.6,35.4,0.937,158.4,"6. Developing region","3. Upper middle income","Seven seas (open ocean)","Africa","Eastern Africa","Sub-Saharan Africa",46.3495985831148,-9.34160735499992,29.5500122070313,26.9099975585938,28.0800109863281,26.9599853515625,27.8750015258789,98340,"NA","NA","NA","NA",25,25,26,94.58,"NA","NA","NA","NA",11,0,6,111.856823266219,0,61.012812690665,0.14534219000504,11.0888409704405,18339.0254436864,0.099999998746877,3.27995050282241E-13,18350.0000000863,3.6396585896831,5.61947825226945,18368.4270512736,"2020-03-14",47
"SYR","Syrian Arab Republic",16906283,66.6,77.8,31.4,64.1,92.1,5.4,2.8,45.8,"NA","NA","NA","NA",-2136954,6654386,17896.9,105747,"NA","NA","NA","NA","NA",44.1,10.7,19.5,"NA",274.7,"NA",75.8,2.7,0.7,54.2,"NA",381,1.6,100,13.5,21.8,16.7,1.22,1.5,"NA","NA","NA","NA",91,89.6,"NA",127,25.8,24.3,0.946,193.9,"6. Developing region","4. Lower middle income","Asia","Asia","Western Asia","Middle East & North Africa",38.5618238112465,34.8081326325001,8.29000244140627,6.11000976562502,7.93999633789065,13.5400024414063,8.97000274658205,17500657,"NA","NA","NA",3433.475,-50,-2,10,84.13,"NA","NA","NA","NA",43,3,21,2.45705061244272,0.171422135751818,1.19995495026272,0.078650840665464,53.7779327745992,18358.933421805,0.16306733319672,2.74165405483975,18350.5853829008,0.008008111408794,23516164.8773198,18710.5582165295,"2020-03-22",39
"TCA","Turks and Caicos Islands",37665,"NA","NA","NA","NA",39.6,"NA","NA",6.9,"NA","NA","NA","NA","NA",16,"NA","NA",24580,1022312010,"NA","NA","NA","NA","NA","NA","NA","NA","NA",1.1,36.2,44.4,93.1,8.5,"NA",5.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100,"NA","NA","NA",33.3,0.549,"NA","6. Developing region","2. High income: nonOECD","North America","Americas","Caribbean","Latin America & Caribbean",-71.7574369943542,21.8037783875,25.6599975585938,24.8000122070313,26.0599914550781,25.089990234375,25.4024978637696,38718,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",12,1,5,309.93336432667,25.8277803605558,129.138901802779,0.127410018559491,11.9642773514935,18352.8895033252,28.6419378222722,1.00000000000038,18356.1152935229,3.61060163154901,4.50559504160551,18373.4282005193,"2020-03-28",33
"TCD","Chad",15477751,52.6,55.4,47.1,50.4,12.3,12.1,5.7,76.9,39.7,33.9,"NA",7.9,10000,10898,"NA","NA",1930,11273115239.4255,"NA","NA","NA",70.7,76.6,82.5,"NA",15.5,2.1,39.7,3.8,20.4,23.1,"NA",1098,0.1,100,6,23.9,119,0.05,"NA","NA","NA","NA","NA",1.9,10.9,"NA",98,4.8,17.8,"NA",108.7,"7. Least developed region","5. Low income","Africa","Africa","Middle Africa","Sub-Saharan Africa",18.5398199010567,15.4443426515001,25.1700073242188,23.5800109863281,25.4900146484375,30.9399963378906,26.2950073242188,16425859,"NA","NA","NA","NA",0,25,25,88.23,"NA","NA","NA","NA",73,5,33,4.44421201959666,0.304398083534018,2.00902735132452,0.019941286463829,1182.43365032328,18436.4942365841,0.125875038079003,815.339111369355,18394.9625689059,0.009752391646925,28887013.9171237,18651.8553802708,"2020-03-19",42
"TGO","Togo",7889094,59.9,61.6,41.3,55.8,145,8.4,4.3,58.3,43.7,33.1,5,5.5,-9999,8040,566295,1193800,1780,5358722982.70893,"NA","NA","NA",77.6,37.7,96.6,"NA",86.1,2,70.2,3.1,27.6,41.7,20.1,1611,0.4,100,2.4,23.6,69.8,"NA","NA",5,124.4,91.6,0.9,7.4,48,15.5,113,7.1,19.8,0.528,"NA","7. Least developed region","5. Low income","Africa","Africa","Western Africa","Sub-Saharan Africa",1.01512369555287,8.63447408050012,27.5599914550781,27.7400146484375,29.5599914550781,30.4399963378906,28.8249984741211,8278737,"NA","NA","NA","NA","NA","NA","NA","NA",15.5611111111111,15,26.0910776160776,15,116,9,65,14.011799142792,1.08712234728558,7.85143917484032,0.0753440702497,115.989780275811,18354.0062432574,0.052876498131645,11.0883554687362,18366.1695943053,0.077100155255371,85.4068535439233,18363.4606622254,"2020-03-06",55
"THA","Thailand",69428524,73.2,80.7,17.1,71,135.9,7.7,1.5,50.1,54.3,68.2,4.7,-0.1,97222,192,76053042.8,11185200,18200,504992757704.997,9.9,7.8,36.5,67.3,31.6,77.8,1,12513.8,1.3,43.3,32.2,18.8,49.9,"NA",3280,4.6,100,7,14.5,9.1,0.45,"NA","NA",99.6,93.5,1,98.3,100,19.6,116,10.8,37.7,0.765,75.2,"5. Emerging region: G20","3. Upper middle income","Asia","Asia","South-Eastern Asia","East Asia & Pacific",101.693023347356,13.0323806795001,26.3000122070313,27.9500061035156,27.8999877929688,29.7600036621094,27.9775024414063,69799978,75268,1078.33844875997,"people tested",3231.61,44,56,72,83.21,13.4407484407484,60,35.5191506274433,59,2954,54,2684,42.3209302444193,0.773639212321815,38.4527341828102,0.112212786883858,2992.81078573279,18347.4516639787,0.114560023158448,56.615136922229,18356.1459541439,0.06434709796339,4064.74215823843,18366.3346939615,"2020-01-22",99
"TLS","Timor-Leste",1267972,67.3,71.4,37.8,57.9,85.3,6,4,69.4,59.9,61.1,0.2,8.6,-26924,16,"NA","NA",7010,2581000000,"NA","NA","NA",67.3,44.5,85.1,"NA",13.9,0.6,25.6,45.4,13.1,30.6,21.9,6995,0.4,100,6.7,19.9,45.8,0.72,"NA",5.3,119.8,99.9,1,43.8,80.4,64,103,2.9,18.9,0.626,"NA","7. Least developed region","4. Lower middle income","Asia","Asia","South-Eastern Asia","East Asia & Pacific",125.763978442611,-8.88107675599994,27.8099914550781,26.6,26.5200134277344,26.3300109863281,26.8150039672852,1318442,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",24,0,16,18.2033035962143,0,12.1355357308095,0.414328175595681,24.107609355756,18366.4877052307,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.035125244498801,71292737.1097657,18459.816827785,"2020-03-22",39
"TTO","Trinidad and Tobago",1389858,70.8,76.1,20.4,68.8,270.9,8.4,1.7,46.8,"NA","NA","NA","NA",-3999,322,2525130,358500,30980,23808146747.7994,"NA","NA","NA",60,3,71.3,0.1,211.2,0.8,10.5,46,30.6,53.2,19.8,2819,34,100,11,21.3,18.3,"NA",2.7,"NA","NA","NA","NA","NA",100,4.9,128,19.7,36,0.513,"NA","6. Developing region","2. High income: nonOECD","North America","Americas","Caribbean","Latin America & Caribbean",-61.2595602026552,10.4399885110001,27.3000122070313,26.8200012207031,26.7799926757813,26.9500061035156,26.9625030517578,1399491,"NA","NA","NA",3642.545,-44,3,17,82.27,20.5965909090909,3,62.7013138024766,3.5,116,8,72,82.887278303326,5.71636402091904,51.4472761882713,0.164692368010868,115.544664809443,18343.6714539252,0.24341809972881,8.15888378654512,18350.1413009442,0.053395055913499,261.622852395173,18386.5304894841,"2020-03-14",47
"TUN","Tunisia",11565204,74.5,78.5,24.2,67.5,74.4,6.3,2.2,31.1,56.9,44.4,16.8,2.1,-20000,1999,4274199,493300,12070,39871132267.9361,"NA","NA","NA",46.1,13,34.2,"NA",5564.9,2.1,64.8,6.8,7.9,68.9,36.9,379,2.6,100,8.5,16.1,17,1.27,2.1,"NA",115.6,95.1,"NA",81.4,100,11.9,144,27.3,31.6,0.799,"NA","6. Developing region","3. Upper middle income","Africa","Africa","Northern Africa","Middle East & North Africa",8.86272537879475,33.7914139815,15.3999877929688,13.110009765625,16.5800109863281,18.5800109863281,15.9175048828125,11818618,24853,2102.86854182105,"units unclear",3812.395,0,14,17,90.61,"NA","NA","NA","NA",994,41,305,84.1045882014293,3.46910273265453,25.8067398404788,0.092843420412195,1038.83916664052,18352.3557646692,0.111107868531343,42.7516466305752,18354.3255205883,0.070633274594663,857.554298680594,18381.7703060108,"2020-03-04",57
"TUR","Turkey",82319724,74.4,80.3,24.6,66.9,107,5.4,2.1,24.9,29.3,24.8,40.2,0.2,1419610,68903,115595495.8,9943000,27640,771350330455.267,"NA",9.2,41.4,52.8,18.4,46.9,1,33535.8,2.5,49.8,15.4,0.2,75.1,"NA",2939,4.5,100,11.1,16.1,10.6,"NA",2.7,"NA",93.2,89.7,1,89.9,100,16.6,157,32.2,30.9,0.739,82.3,"4. Emerging region: MIKT","3. Upper middle income","Asia","Asia","Western Asia","Europe & Central Asia",35.4785357076282,38.9610467535001,2.96999511718752,-0.079992675781227,1.30999145507815,7.0100036621094,2.80249938964846,84339067,1135367,13461.9345504498,"tests performed",3899.37,-47,5,17,80.42,21.7755681818182,6,59.1232221407625,6,120204,3174,48886,1425.24697362374,37.6338049838754,579.636480920521,0.076759810714035,155789.581662924,18364.1496212313,0.063383449035394,5027.43802349656,18369.586155194,0.016167710917402,110182120.131075,18508.3477115424,"2020-03-11",50
"TWN","Taiwan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",121,"NA",40.7,0.806,81.1,"2. Developed region: nonG7","2. High income: nonOECD","Asia","Asia","Eastern Asia","East Asia & Pacific",120.827917860905,23.6166491100001,16.6400085449219,15.3900085449219,15.8300109863281,18.4200073242188,16.5700088500977,23816775,64436,2705.48804361632,"tests performed",2741.76,-20,"NA",57,32.01,0,"NA",2.77045430179577,52.5,429,6,322,18.0125142887734,0.251923276766061,13.5198825197786,0.1025502384306,437.647260749341,18341.7297112807,0.075264630118926,6.8660377761796,18344.490664234,0.013171798478875,24701.8990006119,18492.0614945323,"2020-01-22",99
"TZA","Tanzania",56318348,63.2,66.8,44.1,53.3,63.6,6.4,4.9,66.2,17.1,15.1,8.4,4.4,-200381,735,1481557,1190000,3140,58001200572.3965,26.4,91.7,40.5,83.4,65.3,91.1,"NA",602.7,1.2,44.8,51.6,38.1,33.8,7,1681,0.2,100,5.7,17.9,53,"NA","NA","NA",89.2,"NA",1,23.7,32.8,29.4,108,7.1,17.7,"NA","NA","7. Least developed region","5. Low income","Africa","Africa","Eastern Africa","Sub-Saharan Africa",34.2088637896023,-6.35411773399994,21.6799865722656,20.8799987792969,21.3799987792969,20.9999938964844,21.234994506836,59734213,"NA","NA","NA",1857.385,-2,27,27,53.57,8.24679487179487,21,18.6378962175391,22.5,480,16,167,8.03559594900832,0.267853198300277,2.79571775725914,0.081430154387716,806.475866998938,18376.2088140825,0.057078533222121,34.5827828022976,18379.6998922152,0.020352355283441,479234389.47522,18514.5560577635,"2020-03-16",45
"UGA","Uganda",42723139,60.7,65.2,46.9,51.1,213.1,6.6,5,76.2,25.3,18.2,3.7,7.3,843469,7035,21537,"NA",1970,27461440192.3549,"NA","NA","NA",70.3,72.7,90.6,"NA",673.1,1.4,71.9,9.7,16.1,23.8,12.1,1057,0.1,100,2.5,21.9,46.4,"NA","NA",2.6,102.7,52.7,"NA",16.2,22,18.6,95,4.1,15.8,0.528,"NA","7. Least developed region","5. Low income","Africa","Africa","Eastern Africa","Sub-Saharan Africa",32.6841035768385,1.38016798850006,24.8300109863281,25.4399963378906,26.0500122070313,25.9200073242188,25.5600067138672,45741000,39846,871.122187971404,"samples tested",3936.725,-61,4,9,92.59,27.925,4,57.0270676133029,4,83,0,52,1.81456461380381,0,1.13683566166022,0.109679064540481,73.1003284730588,18349.7267850482,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.23031303527738,54.5239600398755,18368.6004083864,"2020-03-21",40
