ISO_A3,Country_Name,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,X106,X107,X108,X109,X110
MOZ,Mozambique,29495962,57.1,63,44.7,52.4,37.5,8.5,4.9,64,61.1,38.6,24.6,12.6,-25000,58,540124,454300,1430,14717223206.9,NA,NA,NA,78.1,70.3,97.8,NA,139.3,1,63.5,48,21.6,36,27.4,3816,0.3,100,3.3,18.4,73.2,0.07,NA,6.4,107.8,47.1,0.9,16.8,27.4,5.5,106,6,17.2,0.676,32.9,7. Least developed region,5. Low income,Africa,Africa,Eastern Africa,Sub-Saharan Africa,34.6710617027202,-18.6374659219999,31.1499877929688,30.360009765625,28.6799865722656,29.8099914550781,29.9999938964844,31255435,76,0,12,2.43157710011075,0,0.383933226333276,0.018927847035464,2343.10689713782,18445.3966354587,1.25888155166e-4,0.335029741296091,3.74953545937171e-173,1,41,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.172749181679686,14.816310808092,18370.2385456649,5.51784087750017e-14,4.91769993320049e-30,0,1,35,2020-03-22,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRT,Mauritania,4403319,63.1,66.3,40.1,56.8,4.3,7.2,4.6,46.3,72,46,15.7,8.6,25002,37059,454435.7,90168,4120,5234817927.17087,NA,NA,NA,45.9,51.3,45.8,NA,20.3,3,38.5,0.2,0.6,53.7,NA,102,0.7,100,7.1,18.1,75.7,0.18,NA,2.6,96.7,69.7,1.1,18.9,42.9,0.3,124,11.3,20.5,0.446,NA,7. Least developed region,5. Low income,Africa,Africa,Western Africa,Sub-Saharan Africa,-11.4826483011782,21.011440334,22.3300109863281,20.839990234375,24.8699890136719,25.8200012207031,23.4649978637696,4649660,8,1,6,1.72055591161504,0.21506948895188,1.29041693371128,0.128222685035842,7.38945896354816,18344.3763721377,6.09959038770146e-32,8.27284322451852e-86,0,1,19,36.8643757850181,1,18350.0970128131,2.10075262091716e-92,0,0,1,48,0.033741020052909,21.0463392862191,18385.4474912927,0.003174221742388,0.095678380761496,2.28863835737741e-202,1,25,2020-03-14,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSR,Montserrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,0.584,NA,6. Developing region,4. Lower middle income,North America,Americas,Caribbean,Latin America & Caribbean,-62.188130927252,16.7523054055001,26.9900146484375,26.3300109863281,26.0700012207031,25.9500061035156,26.3350082397461,4999,11,1,2,2200.4400880176,200.0400080016,400.080016003201,0.108756998768486,11.8794373103014,18350.1923513424,2.41553185187272e-27,1.76000400402562e-67,0,1,22,0.022550597230343,0.154437609489212,18300.2179840662,0.772202629044596,0.544672996658165,1.9613908457336602e-136,0,99,0.369992387127026,2.05543439480092,18365.8055889512,1.06403136480316e-18,2.79553583682149e-74,0,1,20,2020-03-18,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
MTQ,Martinique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA,NA,-60.997992000000004,14.652649,27.5500122070313,26.8999877929688,26.6599975585938,26.5299926757813,26.9099975585938,375265,178,14,83,474.331472426152,37.3069697413827,221.177034895341,0.139769568702479,171.444959420569,18345.2553803034,3.91152631841674e-50,1.86565691643158e-109,0,1,21,0.053015754663137,26.1424022443824,18369.460140118,4.33028366701958e-13,9.90132920642991e-12,1.5990681015413e-277,1,15,0.138487024698246,81.1052556868204,18355.5089675628,2.82789599699584e-23,4.45388846388758e-64,0,1,20,2020-03-07,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
MUS,Mauritius,1265303,71.3,77.7,17.8,70.7,623.3,8.5,1.4,59.2,55.1,42.5,17,0.4,0,161,1745291,451446,26080,14220348672.7333,NA,12.1,36.8,58.3,6.1,62.7,0.4,126.9,0.2,42.4,19,4.7,40.8,5.7,2182,3.4,100,22,22.6,15.5,NA,NA,5,101.5,98.2,1,95.2,98,38.9,124,11.5,35.3,0.579,NA,6. Developing region,3. Upper middle income,Seven seas (open ocean),Africa,Eastern Africa,Sub-Saharan Africa,57.5830030538043,-20.2536353494999,25.8999877929688,25.6599975585938,26.1299987792969,23.860009765625,25.3874984741211,1271767,332,10,310,261.054108181766,7.86307554764355,243.75534197695,0.150405508597134,344.890336359038,18350.5488244924,5.23873793593834e-50,1.82090117670495e-106,0,1,26,0.143318686767523,9.65143134405653,18349.4907306396,1.55573100854464e-31,4.09449843727073e-84,0,1,7,0.252298165354526,325.77393480501,18368.4563787519,4.16342589609042e-37,3.68403848283472e-80,0,1,21,2020-03-18,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWI,Malawi,18143315,60.7,66.9,43.9,53.5,192.4,6.6,4.2,83.1,36.2,29.2,5.7,18,-80263,475,10545,NA,1310,7064971176.34408,NA,NA,NA,76.7,43.6,89.5,NA,231.2,0.8,61.4,33.2,22.9,16.9,24,991,0.1,100,4.5,16.4,49.7,0.02,NA,4.7,145.5,NA,1,24.7,12.7,3.8,115,4.7,16.5,0.933,192.3,7. Least developed region,5. Low income,Africa,Africa,Eastern Africa,Sub-Saharan Africa,33.7362656980099,-13.2753642779999,23.8000122070313,24.0400024414063,22.9399963378906,23.1400085449219,23.4800048828125,19129955,37,3,7,1.93413941642832,0.156822114845539,0.365918267972925,0.052646822934936,86.1587566491845,18377.6117832808,7.51909750582358e-11,1.2941578912459e-6,3.35715769625687e-264,1,22,0.165656054840286,3.05053689929486,18361.6426303691,1.01634840369398e-16,1.04842660551147e-50,0,1,17,0.099296616918876,11.0758267699845,18376.2994506561,2.62302215179466e-5,1.80658553287e-4,1.03067582898145e-275,1,17,2020-04-02,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYS,Malaysia,31528585,74.1,78.2,24,69.3,96,5.1,2,24,63.2,70,NA,0,249999,823,60481772,24956000,30650,358581943446.259,NA,NA,NA,64.3,10.4,65.8,NA,23661.3,1,26.3,67.6,19.1,76,46.2,19420,8.1,91,16.7,17.2,7.8,NA,NA,4.8,105.3,99.5,1,98.7,100,8.8,125,15.3,28.5,NA,NA,6. Developing region,3. Upper middle income,Asia,Asia,South-Eastern Asia,East Asia & Pacific,102.111531335442,3.98944733250005,27.0800109863281,27.7799926757813,27.8000122070313,28.6899963378906,27.8375030517578,32365998,6002,102,4171,185.441524157543,3.15145542553639,128.869809606983,0.073251139161801,6588.72731505724,18349.6382115533,7.07244575423023e-100,2.866853900738e-131,0,1,18,0.09575544994075,105.175933477288,18351.6352041947,6.44529623971942e-73,6.37657904984649e-112,0,1,6,0.078764571612964,5200.50674566099,18362.4662625806,1.49790678186472e-72,9.5468460309334e-89,0,1,26,2020-01-25,96,195833,6050.57814067714,cases tested,2020-05-03,NA,NA,NA,NA,NA
MYT,Mayotte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921,180.1,NA,NA,NA,NA,NA,NA,45.153713,-12.835302,29.6599975585938,27.6700073242188,28.4699951171875,28.2199951171875,28.5049987792969,272813,539,4,235,1975.7123011000201,14.6620578931356,861.395901221716,0.026371290701673,2102.17947849556,18396.959186284,2.06023499491004e-12,4.02818819011e-4,1.08066631594441e-228,1,31,0.133571105516564,4.27441562223601,18356.4998804287,1.29392350646512e-25,1.15924864565149e-64,0,1,10,0.037036179277152,1077.03716300581,18394.1448196338,1.37178673449097e-5,0.047235066941803,1.97155247843919e-218,1,26,2020-03-15,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAM,Namibia,2448255,60.4,66.2,36.9,59.5,3,8.1,3.4,50,46.6,37.5,NA,1.1,-24030,1336,602893,360214,10870,14521711633.9533,NA,NA,NA,59.5,22.1,88.6,NA,156.3,3.3,47.1,8.3,37.9,50,NA,2710,1.7,100,4.5,21.3,39.6,NA,NA,NA,124.2,94.1,NA,18.2,52.5,9.8,NA,15,21.2,0.651,NA,6. Developing region,3. Upper middle income,Africa,Africa,Southern Africa,Sub-Saharan Africa,17.2337694149665,-22.9574927714999,21.110009765625,21.8099914550781,17.6400085449219,18.5800109863281,19.7850051879883,2540916,16,0,8,6.29694173282391,0,3.14847086641196,0.164083045369846,16.4785050374948,18344.8412846966,6.45401772102503e-39,2.11607104023178e-102,0,1,22,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.024650141995531,36.6776853517991,18397.4145860872,1.78090915625442e-5,0.040584598889015,1.08673817014958e-201,1,35,2020-03-14,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCL,New Caledonia,284060,75.1,79.3,22.7,68.1,15.5,5.5,2,29.3,NA,NA,NA,NA,2510,NA,NA,117181,NA,NA,NA,NA,NA,63.1,1.9,84.5,NA,NA,NA,10.1,45.9,54.4,70.7,5.4,NA,16,NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,13.2,123,NA,32,0.377,NA,6. Developing region,2. High income: nonOECD,Oceania,Oceania,Melanesia,East Asia & Pacific,165.242432228588,-21.2338192689999,23.5100036621094,24.2799926757813,25.6899963378906,24.1400085449219,24.4050003051758,285491,18,0,17,63.0492730068549,0,59.5465356175851,0.326164162703297,17.9394948267533,18343.3330808026,1.98426504443888e-47,6.5748684263004e-133,0,1,21,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,2.59004491288699,16.5112514859923,18368.3729250407,9.7057136414527e-17,1.10527606403562e-104,0,1,25,2020-03-19,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
NER,Niger,22442948,60.9,63.2,50,47.4,17.7,8.3,6.9,83.6,33,16.6,8.5,13.2,20001,2725,NA,NA,1040,9290938457.2883,NA,NA,NA,72,75.1,72.4,NA,55.2,2.5,36.1,0.9,17.3,16.4,16.5,182,0.1,100,2.4,20,83.7,NA,NA,4.1,74.7,NA,0.8,7.7,20,6.4,124,4.7,15.4,0.534,16.7,7. Least developed region,5. Low income,Africa,Africa,Western Africa,Sub-Saharan Africa,9.88311082118389,17.6035519410001,20.6199890136719,19.3699890136719,20.9099975585938,27.1499877929688,22.0124908447266,24206636,719,32,452,29.7025989071757,1.32195155080615,18.6725656551369,0.182875395817566,713.551321870105,18358.1935715894,3.35027612804761e-79,2.33005048648227e-134,0,1,24,0.042397001277091,74.0448159927921,18377.6467860805,1.38156206853236e-18,3.71929003526316e-11,4.04272894443207e-271,1,10,0.035800078480486,5948.22084336945,18407.7523608701,9.22566029855827e-7,0.112396288650543,1.77631521175874e-215,1,19,2020-03-20,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
NGA,Nigeria,195874740,53.5,55.2,43.9,53.4,215.1,11.9,5.4,49.7,13.2,13.2,6.8,0.9,-300000,276853,8169192.3,1210000,5710,397269616080.908,NA,NA,NA,52.9,35.1,82.7,NA,5602.3,0.5,77.7,7.2,13.9,50.3,16.2,1253,0.5,100,3.1,22.5,119.9,NA,NA,NA,NA,NA,NA,30.7,54.4,2.9,116,7.8,18.4,0.759,102.9,5. Emerging region: G20,4. Lower middle income,Africa,Africa,Western Africa,Sub-Saharan Africa,7.93262916688333,9.07621714300005,25.5200134277344,25.7099853515625,27.9699951171875,29.0500122070313,27.0625015258789,206139587,1932,58,319,9.37229004926647,0.281362744750236,1.5474950961263,0.007730905064939,191116894.048669,18698.4960772771,0.015566608695924,0.843581388020458,4.24682029798961e-100,0,98,0.013205188470139,41340.7023472351,18525.0364309376,3.40076149065275e-7,0.465179229715486,2.53503764860327e-162,1,56,0.06351075488284,528.057403076239,18373.4240978796,3.1537436634235e-25,3.24721933467523e-21,3.65441856991793e-305,1,30,2020-02-28,62,16588,80.4697449985674,samples tested,2020-05-03,NA,NA,NA,NA,NA
NIC,Nicaragua,6465513,70.7,77.8,30.2,64.6,53.7,5.1,2.4,41.5,54.8,41.2,19.8,2.7,-106360,1673,NA,276205,5400,13117845416.6297,NA,NA,NA,66.4,30.7,59,NA,43.7,0.6,42.1,25.9,37.2,58.5,12.4,25428,0.8,100,11.4,14.2,18.3,NA,0.9,4.1,NA,NA,NA,61.5,86.8,9.9,116,21.8,25.7,0.954,201.7,6. Developing region,4. Lower middle income,North America,Americas,Central America,Latin America & Caribbean,-85.5580429667471,12.8457298850001,23.7799926757813,23.4900146484375,24.0100036621094,23.7799926757813,23.7650009155274,6624554,14,3,7,2.11334981947464,0.452860675601708,1.05667490973732,0.052959685654854,17.7006034563766,18359.5933054347,4.20431822153949e-28,7.6877789193867e-35,3.89252732919e-312,1,29,0.017002273687321,51.0364223323252,18441.0624108666,0.025592086857565,0.520872044046176,1.47093464021553e-147,1,15,0.285974851146007,7.13594111051755,18364.6891061435,7.11213851825134e-20,6.42268905202743e-70,0,1,19,2020-03-19,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLD,Netherlands,17231624,80.2,83.4,16.1,64.7,511.5,8.9,1.6,8.5,72.6,83.4,NA,NA,80000,47,43996044.6,14825967,56890,913658465709.125,NA,0.4,28.5,63.6,2,84.3,2,30457.3,1.2,53.3,11.2,11.2,91.5,19,652,9.9,100,5.4,11.2,3.9,3.51,NA,5.5,104.2,NA,1,99.9,100,3.4,126,23.1,42.6,0.834,NA,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,Europe & Central Asia,5.51640674558205,52.1056320195,5.7700134277344,5.85000000000002,6.9999938964844,7.11000976562502,6.43250427246096,17134873,39316,4795,0,2294.50197850897,279.838665859969,0,0.061677943072334,49644.5095147709,18357.3925663102,6.50926543862666e-99,8.29661929423789e-115,0,1,34,0.071326933673859,5831.84648383901,18359.8087096174,2.23971959230925e-87,1.39175822773486e-104,0,1,8,20.6497656421767,174.242424253824,18349.0678040114,0.999999808976134,1.94989583934409e-26,0.948785532491035,1,33,2020-02-27,63,225899,13183.5818100315,people tested,2020-04-30,NA,NA,NA,NA,NA
NOR,Norway,5311916,81.3,84.4,17.5,65.4,14.6,7.7,1.6,17.8,32.8,36.3,NA,NA,140000,9,NA,897502,68310,434166615431.909,NA,0.5,27,63.8,2.1,89.8,2.1,11802.8,1.6,2.7,33.2,17.1,82.2,4.7,74359,9.3,2,5.3,9.2,2.5,4.49,3.9,8,100.3,101,1,98.3,100,4.3,135,25,39.2,0.56,83.2,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Northern Europe,Europe & Central Asia,22.6969759666128,79.8517723655,-11.3700012207031,-14.0400146484375,-15.7500061035156,-17.3499969482422,-14.6275047302246,5421242,7738,210,32,1427.34819806974,38.7365109323657,5.90270642778906,0.081465171236666,8058.71654003108,18344.7650265458,7.31032895151325e-87,9.78270280392112e-128,0,1,19,0.084998070658317,247.070057176687,18359.2393911111,3.72206120696011e-75,6.17871570106805e-99,0,1,10,0.419774558692361,32.426715196247,18350.8548025092,2.05359125509742e-16,2.27751585880517e-91,0,1,39,2020-02-26,64,172586,31835.1403608251,people tested,2020-04-30,NA,NA,NA,NA,NA
NPL,Nepal,28087871,69,71.9,30.4,63.9,195.9,6.4,1.9,80.3,42.4,9,8.5,5,208549,8594,3296953,NA,3110,29040398982.3466,NA,NA,NA,83.8,65,97.3,NA,792.1,1.4,28.7,25.4,23.6,19.7,NA,7366,0.3,100,7.2,21.8,32.2,NA,NA,4.4,143.9,121.7,1,60.8,95.5,27.8,119,3.8,24.1,0.795,NA,7. Least developed region,5. Low income,Asia,Asia,Southern Asia,South Asia,83.1031065306872,28.3766282150001,3.9999938964844,3.21999511718752,5.83999023437502,9.67998657226565,5.68499145507815,29136808,57,0,16,1.9562884170428,0,0.549133590748856,0.047059576341128,172.03750908292201,18382.4126503219,8.53841886105731e-9,2.87342675051e-4,5.29671009403123e-249,1,48,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.219887960749921,20.4563457552005,18373.8290361761,1.37108117575927e-8,4.69379447399187e-18,0,1,47,2020-01-25,96,13098,449.534485726783,people tested,2020-05-02,NA,NA,NA,NA,NA
NZL,New Zealand,4841000,80.2,83.6,19.7,64.7,18.6,6.9,1.7,13.5,26.7,27.6,NA,NA,74403,38,17249050,3328700,39410,204923917869.355,NA,NA,NA,69.9,5.7,86,NA,7888.8,1.2,40.5,38.6,32.5,86.5,37.1,72510,7.7,0,6.2,10.1,5.7,3.03,2.8,6.4,100,NA,1,100,100,19.1,129,32,37.9,0.543,NA,2. Developed region: nonG7,1. High income: OECD,Oceania,Oceania,Australia and New Zealand,East Asia & Pacific,171.234351260277,-43.5954729144999,11.6799865722656,13.7600036621094,14.4099975585938,11.2900024414063,12.7849975585938,4822233,1479,19,1252,306.70438363306,3.94008335972152,259.630756124808,0.15061423693003,1500.31693040342,18350.5045346178,1.9307464885082e-96,7.28706470711121e-155,0,1,25,0.138923299296531,22.5891669386178,18367.3037675364,2.91476836297573e-30,1.40042023738373e-52,0,1,14,0.10739858159812,1494.90828675,18364.6171590064,6.65917991430641e-62,2.8504041334634e-84,0,1,31,2020-02-28,62,150223,31152.165397234,tests performed,2020-05-02,NA,NA,NA,NA,NA
OMN,Oman,4829483,75.9,80.1,22.2,75.4,15.6,2.4,2.9,15.5,49.5,52.4,NA,NA,437000,42,10438241,4223712,41680,79276723016.9051,NA,NA,NA,72.4,4.6,34.5,0.2,856.4,8.2,4.6,0,2.6,84.5,NA,348,15.2,100,10.1,17.8,11.4,2.02,1.7,NA,106.4,107.4,1,100,100,6.4,121,22.9,25.6,0.724,NA,6. Developing region,2. High income: nonOECD,Asia,Asia,Western Asia,Middle East & North Africa,56.9646495795195,20.8173281925001,23.339990234375,20.8699890136719,22.6199890136719,23.1700073242188,22.4999938964844,5106622,2348,11,495,459.795144422282,2.15406583843488,96.9329627295696,0.040853929085646,7574.84200779772,18385.3169939333,1.37807663603004e-33,5.56739073871894e-17,1.90709539532145e-286,1,26,0.065585671922348,18.3059127152954,18371.1286064709,3.03716229445352e-22,5.2016925550083904e-21,8.56732436740618e-305,1,10,0.017634911852957,15361.292263399,18453.7501249332,3.06357047123827e-6,0.258039949761787,2.4512165698005e-178,1,32,2020-02-24,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAK,Pakistan,212215030,66.2,68.1,35.3,60.4,275.3,6.9,3.5,63.3,17.6,8.3,23.2,0.4,-1166895,132259,6880637,3275000,5860,314588210501.063,NA,NA,NA,52.6,36.7,26.8,0.2,12904.3,4,47.8,1.9,12.3,36.7,42.7,282,0.9,100,19.9,24.7,69.3,NA,0.6,3,90.6,71.1,0.8,50.3,70.8,2.7,109,7.8,23.8,0.759,52.9,5. Emerging region: G20,4. Lower middle income,Asia,Asia,Southern Asia,South Asia,70.0866845186718,30.380058899,10.8699890136719,8.92000732421877,15.589990234375,17.9599853515625,13.3349929809571,220892331,16817,385,4315,76.1321134322223,1.74293058639505,19.5344038449212,0.017131242382534,401998.302538726,18449.7566690821,3.8608253981621e-23,0.001470452125902,1.83533788706681e-219,1,25,0.022301749042687,6847.94570846727,18429.9674213958,5.49693663839524e-23,6.74680153507e-4,1.27353612558843e-231,1,19,0.057185805796651,8150.27435726906,18377.6275734646,1.04705980907192e-19,1.04142929365027e-12,6.4116628913605e-287,1,36,2020-02-26,64,203025,919.112941046378,tests performed,2020-05-03,NA,NA,NA,NA,NA
PAN,Panama,4176873,75.2,81.6,27.1,64.8,56.2,5.1,2.5,32.3,45.3,42.3,NA,0.1,56000,49,12939350,6872400,23550,65055100000,NA,14.1,49.9,66.6,14,66.9,0.1,172.9,0,30.4,61.9,20.9,67.7,32.5,35014,2.3,72,7.7,13,15.3,1.57,2.3,NA,94.4,89.8,1,64.8,100,20.8,119,22.5,29.2,0.712,52.9,6. Developing region,3. Upper middle income,North America,Americas,Central America,Latin America & Caribbean,-81.467306915366,8.41720917050006,25.8799987792969,26.4099975585938,27.0800109863281,24.9999938964844,26.0925003051758,4314768,6532,188,576,1513.87050242331,43.5712881897706,133.495010623978,0.049153836572127,10883.7549924552,18368.9354720317,8.19162570160449e-67,4.72980742173766e-63,0,1,28,0.053299478374932,306.357493719552,18369.4176529569,1.895918844296e-62,1.92592974088369e-59,0,1,9,0.057493049938491,2757.10005215725,18389.8667308783,2.52336550395471e-22,2.05983197411034e-7,5.82757395900033e-280,1,17,2020-03-10,51,33354,7730.19545894472,units unclear,2020-05-02,NA,NA,NA,NA,NA
PER,Peru,31989256,73.8,79.3,25.8,66.1,25,5.5,2.3,22.1,22.8,24.7,20.5,0.2,495345,2592,17758527.3,2668000,13710,222044970486.217,20.5,23.9,43.3,77.6,27.4,82.5,0.1,1629.9,1.2,18.5,57.7,21.3,77.9,14.3,54536,2.1,100,6.6,12.6,14.3,1.27,1.5,3.8,103.5,97.4,1,56.1,96.4,8.7,117,19.1,28,0.872,130.5,5. Emerging region: G20,3. Upper middle income,South America,Americas,South America,Latin America & Caribbean,-75.7676500549991,-9.18341753599993,23.8699890136719,24.0200134277344,24.35,24.2900024414063,24.1325012207031,32971846,36976,1051,10405,1121.44160809195,31.8756796328601,315.572261255861,0.033488414047847,240430.534914549,18401.2244582015,1.12136991683018e-25,4.18784600849342e-7,3.55691501753305e-259,1,36,0.022562620087477,30286.5419094822,18436.0881813125,1.37176266838436e-28,2.76429440007e-4,3.35783905779102e-238,1,20,0.112381933113097,11745.4434713161,18367.2537658657,4.58973571201289e-19,5.66424413242159e-32,0,1,36,2020-03-06,55,355604,10785.0800953031,units unclear,2020-05-03,NA,NA,NA,NA,NA
PHL,Philippines,106651922,67.1,75.4,31,63.9,357.7,5.9,2.6,53.1,40.9,31,11.4,0.1,-335758,527,43080118,8637520,10740,330910343610.956,NA,NA,NA,59.6,23.4,62.9,NA,2237.3,1.1,41.7,27.8,15.3,46.9,NA,4766,1.1,96,7.1,26.8,28.4,NA,NA,NA,107.5,108.7,1,74.8,93,10.8,120,6,23.5,0.85,102.9,5. Emerging region: G20,4. Lower middle income,Asia,Asia,South-Eastern Asia,East Asia & Pacific,125.2443277628,7.69800446150006,23.6499877929688,23.8000122070313,23.339990234375,24.0100036621094,23.6999984741211,109581085,8488,568,1043,77.4586234476507,5.18337630988049,9.51806600564322,0.066866446738244,10173.0295468274,18359.7166722845,6.24815759167373e-56,1.41771701259803e-70,0,1,27,0.060857756825124,802.224962899778,18364.8956494329,3.54974765514529e-51,2.05695453707076e-56,0,1,11,0.080699284178967,1655.78010431038,18372.3522164203,1.63238177238431e-37,2.52018918205681e-37,0,1,22,2020-01-30,91,103197,941.740994807635,people tested,2020-05-01,NA,NA,NA,NA,NA
PNG,Papua New Guinea,8606316,63,65.6,35.8,60.7,19,7.4,3.6,86.8,NA,NA,27.1,3.4,-3999,427,964713,341300,4220,23497607690.1178,NA,NA,NA,47.2,58.3,96.4,NA,64.1,0.3,2.6,74.1,3.1,13.2,4.7,100796,0.8,100,17.9,30,47.8,NA,NA,NA,NA,NA,NA,7.7,54.4,0.1,101,19.4,23.1,0.848,NA,6. Developing region,4. Lower middle income,Oceania,Oceania,Melanesia,East Asia & Pacific,144.361786925221,-6.63990366649993,28.5100036621094,28.5100036621094,28.4999938964844,28.4200073242188,28.4850021362305,8947027,8,0,0,0.894151766838303,0,0,0.112329410724258,10.2919506172354,18365.2342494966,1.973558606141e-8,4.15093111390974e-18,1.4421923137e-314,1,52,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.100000000079835,-2.07999443406839e-15,18299.9999999999,0.200194262233967,5.34456983257477e-12,1.73471951098237e-244,1,2,2020-03-20,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
POL,Poland,37974750,73.9,81.8,15.1,67.4,124,10.9,1.5,39.9,50.2,54.4,NA,NA,-146976,1087,9277538,2834400,30010,585663814824.044,15.4,1.4,29.7,56.7,9.2,74.3,1,35662.6,2,46.9,30.9,39.7,60.1,16.1,1410,7.5,100,6.1,18.7,4.4,2.4,6.5,4.6,100,106.2,1,99.2,100,4.8,138,25.6,40.7,NA,NA,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Eastern Europe,Europe & Central Asia,19.1562721067565,51.9199198405001,3.30999145507815,2.15999755859377,4.35000000000002,5.0200134277344,3.71000061035159,37846605,12877,644,3236,340.241879027194,17.0160573187476,85.5030457817815,0.055582652105272,18797.8738554193,18364.9108948486,4.86365363208992e-93,1.48892949807312e-96,0,1,20,0.052769943711708,1253.92730766099,18374.698136355,3.25982944771384e-53,7.74280593297185e-44,0,1,12,0.033779313524762,36457.0210389547,18408.197127545,2.2294819414565e-36,7.84724208195909e-9,3.37352288179913e-270,1,28,2020-03-04,57,375948,9933.4669516592,samples tested,2020-05-03,NA,NA,NA,NA,NA
PRT,Portugal,10283822,78.7,84.9,13.5,64.6,112.2,11,1.4,34.8,41.7,42.7,NA,NA,-30001,19,17367956,3199200,32680,240674524464.24,NA,1.9,33.8,58.8,5.9,84.6,1.3,14294.6,1.8,39.5,34.6,22.9,65.2,46.3,3653,4.3,16,9.8,11.1,3.7,3.34,3.4,NA,106.2,NA,1,99.8,100,22.7,139,23.2,42.2,0.816,88.6,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,Europe & Central Asia,-8.29157255404863,39.5650770750001,11.7799926757813,10.089990234375,13.0500122070313,12.5800109863281,11.8750015258789,10196707,25045,989,1519,2456.18511937236,96.9920975467864,148.969662460636,0.076079813828871,28498.8637244024,18356.2559673056,2.82170422274264e-92,1.17658019138979e-116,0,1,12,0.06596129456897,1320.38083762198,18363.4757520685,6.56051741524905e-93,1.27154070551021e-102,0,1,8,0.068465673124664,3220.3407170737,18376.7968466177,9.87746831474568e-16,5.54738369698314e-11,5.74586045907019e-289,1,28,2020-03-02,59,426836,41860.180938807,samples tested,2020-04-30,NA,NA,NA,NA,NA
